id,asin,name,rating,date,verified,title,body,helpfulVotes,sub_aspect,summary,summary_point,topic,key_topic
37,B074P62MW8,Michael Mcfadden,5,"September 26, 2017",True,Sony Returns to Form,"With the XZ1, Sony's Xperia line returns to form. After wandering in the cel phone wilderness for the last year or so, the electronics giant pulled their collective heads out of their collective hindquarters and have delivered a very good (if not quite great) flagship mobile device. The past 12-16 months gave us the X, the X Compact, the X Performance, the XZ, the XZS, the XA1, and a gaggle of other mid-tier offerings from Sony. Of them, only the XZS and the XZ Premium could come close to laying claim to flagship status, with the latter coming with one of the finest 4K displays in the business. Unfortunately XZS didn't come with a battery big enough to power the nice phone specs, and the XZ Premium was an exceptionally large phone, at an exceptionally large price. The XZ1 sees the company step up it's game. As of this writing, it's one of the few devices shipping with Android 8 / Oreo out of the box, running the latest Snapdragon 835 processor, with a beautiful 1080 display and a slightly-refined physical design and sturdy-feeling build-quality. And for nearly $700, it certainly should have a premium feel to it. Even the best phones are balancing acts of compromise, so while there's certainly something here for everyone, it's also unlikely to appeal to absolutely everyone. Most people either love or hate Sony's take on industrial design. Some bemoan the size of the top and bottom bezels. In a world where the S8 strives to give customers nothing-but-screen, Sony certainly isn't following the fashion train. But they sure as heck are following the functional-device-train. Having owned an S8, I certainly see the appeal. It's a beautiful looking device. But at the end of the day, I found the lack of bezels to be a problem in day to day use. With no edge on which to rest fingertips, I was constantly accidentally activating various apps, or accidentally hitting the wrong onscreen area within a given app. Nice to look at...but darn if it's not a pain to actually use. So, here's a subjective run down of Pros and Cons: PRO - Great screen. In addition to it's Triluminous setting, Sony has added a new video color-saturating setting. Honestly, it looks like they're taking a stab at the popping colors and deep blacks on OLED devices like the S8. And they've done a good job...this is one of the sharpest, most color popping screens out there at the moment. - Great processor. The new Snapdragon is great. Everything runs smoothly. - Headphone jack / Audio processing. Yay for hanging on to this bit of tech, the old headphone jack. Bluetooth headphones are well and good, but they eat up a battery, and they can't deliver the same quality of audio as a wired set. If how your music sounds on your device is important to you, wired is still the way to go. For now at least. And Sony's DESS audio processing sounds pretty great to my ears. Pick up a third party audio player like Neutron if you'd like even more control of the sound. CON - Physical design. This really doesn't belong in the ""con"" column, but the fact is either you like what Sony is doing here, or you don't. - Price. Sony offers a handful of budget models, but their flagship line has never been anything but pricey. Especially in America where the brand isn't known for it's mobile devices, the average android user might be hard pressed to pay $699 to a company they normally associate with televisions. In Europe and Asia, though, Sony remains a popular contender with Samsung and Apple for high end devices. - Battery. This also might not be a negative, as the new Snapdragon and Oreo are alleged to be more efficient with their power use. Running some benchmarks seem to bear this out, as while it leads in most areas, there are some processes they've scaled back. So far, I don't see any penalty in processing power, but I've also not had it long enough to take a firm stance on battery life. But anecdotally, it does seem to be an improvement over the XZS and XZ Performance.",46.0,"yay, fact, high end, firm stance, des audio, display, large price, audio processing, sony, power use, sony return, collective head, return, flagship line, fingertip, pop screen, processor, feeling build, handful, device, hard press, fine 4k, nice phone, few device, budget model, oreo, average android, line return, x performance, wire, look device, oled device, claim, great screen, mid-tier offering, xzs, everything, late snapdragon, music sound, new snapdragon, triluminous set, brand, xzs unfortunately, stab, xz premium, darn, process power, third party, control, collective hindquarter, scale, appeal, phone wilderness, headphone jack, processing sound, most area, best phone, benchmark, most color, new video, old headphone, xz performance, onscreen area, good job, train, physical design, most people, color pop, same quality, month, flagship status, bluetooth headphone, mobile device, device ship, xz1, beautiful look, battery life, customer nothing, last year, android user, premium, lack, end device, company, bottom bezel, day use, size, large phone, industrial design, phone spec, battery, great processor, subjective run, cel phone, various apps, xperia line, heck, balance act, audio player, video color, great flagship, popular contender, 4k display, setting, wired set, penalty, fashion train", sony return to form .. with the xz1. sony 's xperia line return to . form .. after wander in the cel phone wilderness for the last year or so . with a beautiful 1080 display and a,"- Sony Returns to Form.
- Sony's Xperia line returns to form.
- After wandering in the cel phone wilderness for the last year or so
- the electronics giant pulled their collective heads out of their collective hindquarters and have delivered a very good if not quite great flagship mobile device.
- The past 12-16 months gave us the X
- the X Performance
- and a gaggle of other mid-tier offerings from Sony.
- only the XZS and the XZ Premium could come close to laying claim to flagship status
- with the latter coming with one of the finest 4K displays in the business.
- Unfortunately XZS did not come with a battery big enough to power the nice phone specs
- and the XZ Premium was an exceptionally large phone
- at an exceptionally large price.
- The XZ1 sees the company step up it is game.
- it is one of the few devices shipping with Android 8 / Oreo out of the box
- running the latest Snapdragon 835 processor
- with a beautiful 1080 display and a slightly-refined physical design and sturdy-feeling build-quality.
- it certainly should have a premium feel to it.
- Even the best phones are balancing acts of compromise
- Most people either love or hate Sony's take on industrial design.
- Some bemoan the size of the top and bottom bezels.
- In a world where the S8 strives to give customers nothing-but-screen
- Sony certainly is not following the fashion train.
- But they sure as heck are following the functional-device-train.
- I certainly see the appeal.
- It is a beautiful looking device.
- I found the lack of bezels to be a problem in day to day use.
- With no edge on which to rest fingertips
- I was constantly accidentally activating various apps
- or accidentally hitting the wrong onscreen area within a given app.
- darn if it is not a pain to actually use.
- here's a subjective run down of Pros and Cons: PRO - Great screen.
- In addition to it is Triluminous setting
- Sony has added a new video color-saturating setting.
- it looks like they are taking a stab at the popping colors and deep blacks on OLED devices like the S8.
- And they have done a good job...this is one of the sharpest
- most color popping screens out there at the moment.
- - Great processor.
- The new Snapdragon is great.
- Everything runs smoothly.
- - Headphone jack / Audio processing.
- Yay for hanging on to this bit of tech
- the old headphone jack.
- Bluetooth headphones are well and good
- but they eat up a battery
- and they cannot deliver the same quality of audio as a wired set.
- If how your music sounds on your device is important to you
- wired is still the way to go.
- And Sony's DESS audio processing sounds pretty great to my ears.
- Pick up a third party audio player like Neutron if you would like even more control of the sound.
- CON - Physical design.
- but the fact is either you like what Sony is doing here
- Sony offers a handful of budget models
- but their flagship line has never been anything but pricey.
- Especially in America where the brand is not known for it is mobile devices
- the average android user might be hard pressed to pay 699 to a company they normally associate with televisions.
- Sony remains a popular contender with Samsung and Apple for high end devices.
- as the new Snapdragon and Oreo are alleged to be more efficient with their power use.
- Running some benchmarks seem to bear this out
- as while it leads in most areas
- there are some processes they have scaled back.
- I do not see any penalty in processing power
- but I have also not had it long enough to take a firm stance on battery life.
- it does seem to be an improvement over the XZS and XZ Performance.",3,"great, good, battery, screen"
38,B00JS73V2U,Ryan Redger,5,"November 29, 2016",True,Five Stars,"Perfect, almost near perfect condition. No complaints",1.0,perfect condition, five star .. perfect. almost near perfect condition .. no complaint . Almost near perfect . almost near near perfect place .. no complaints . No complaint .,- almost near perfect condition.,0,"work, battery, great, screen"
39,B07GW1DXFP,Kathleen,3,"August 27, 2019",True,Not worth the money!,"This was a relatively low quality phone. The sound on it is poor at best. You can hardly hear it ring. I missed several phone calls until I figured it out. I decided to keep it, simply because it was easier then sending it back. I already sent back the first phone I got, and didn't want to do it again. I will not buy from this company again in the future. Their products just aren't worth the money.",5.0,"sound, phone call, several phone, quality phone, product, low quality, first phone", This be a relatively low quality phone .. the sound on it be poor at best .. you can hardly hear it ring . i miss several phone calls until i figure it out .. i decide to keep it . simply because it be,"- This was a relatively low quality phone.
- The sound on it is poor at best.
- I missed several phone calls until I figured it out.
- I already sent back the first phone I got
- Their products just are not worth the money.",0,"work, battery, great, screen"
40,B07Q26V49K,cenayda hernandez,1,"August 28, 2019",True,Came broken,"The phone does not turn on at all, I bought a new USB cable to test and still does not turn on.",1.0,"phone, usb cable, new usb", came broken .. the phone do not turn on at all. i buy a new USB cable to test and still do not . turn on a new usb cable . bought a new phone cable and it still does not work .,"- The phone does not turn on at all
- I bought a new USB cable to test and still does not turn on.",0,"work, battery, great, screen"
41,B00F2SKPIM,Jim,5,"October 3, 2014",True,Awesome phone. best on market.,Best phone. Things you should know. 1. Best battery life than any other Android phone I have had. 2. Most features that are exclusive for this phone I thought I would use. I do not. For example I do not use the stylus as much as I did. The recent update killed the ease of use and coverting text from handwriting to text. So I do not use it anymore. 3. Fast response. Have had this phone for about 9 months. Still just as fast responding to touch and opening apps as day one. 4. Can only be used with a max mini SD card of 64gb. This is a minor complaint only. 5. Does not get hot. Unless you are doing a lot of stuff while charging this device does not get hot to the touch. The normal running temp is about 100 degrees Fahrenheit but you can not feel it. 6. Charges fast from dead to full charge. This is based on stock charger that comes with phone which pushes 2.1 amps. I also use a 3.5 amp car charger which it charges faster with. 7. The IR ability I use a lot for controlling my TV and dvr. The app the phone comes with is the best app but the app does need improvement though this is not the phones fault. 8. WiFi is fast. My Internet speed tops at 40mb/s and the phone WiFi can do it. Unlike most phones WiFi usually cap at 20mb/s no matter what. 9. I have the Verizon 4G lte and the lte I have seen push 60mb/s for speeds so again the phone ability for strong and fast signal is impressive. A bunch of other things positive and negative. I am disappointed in Samsung and their lack more rather restrictions of app abilities but this is not the phone fault. Great phone and best I have had.,2.0,"best phone, app ability, normal running, awesome phone, phone, push 60mb, apps, sd card, minor complaint, degree fahrenheit, amp car, recent update, other thing, ease, battery life, improvement, fast signal, best app, device, ir ability, fast response, car charger, stock charger, app, phone fault, lot, wifi, phone ability, running temp, other android, mini sd, best battery, amp, most phone, 4g lte, stylus, android phone, thing, phone wifi, internet speed, great phone, speed top, text, verizon 4g, full charge", Best battery life than any other android phone i have have . Fast response to touch and open apps as day one . Can only be use with a max mini SD card of 64gb . Charging fast from dead to full charge,"- Awesome phone.
- best on market.. Best phone.
- Things you should know.
- Best battery life than any other Android phone I have had.
- For example I do not use the stylus as much as I did.
- The recent update killed the ease of use and coverting text from handwriting to text.
- Fast response.
- Have had this phone for about 9 months.
- Still just as fast responding to touch and opening apps as day one.
- Can only be used with a max mini SD card of 64gb.
- This is a minor complaint only.
- Unless you are doing a lot of stuff while charging this device does not get hot to the touch.
- The normal running temp is about 100 degrees Fahrenheit
- Charges fast from dead to full charge.
- This is based on stock charger that comes with phone which pushes 2.1 amps.
- I also use a 3.5 amp car charger which it charges faster with.
- The IR ability I use a lot for controlling my TV and dvr.
- The app the phone comes with is the best app
- the app does need improvement though this is not the phones fault.
- WiFi is fast.
- My Internet speed tops at 40mb/s and the phone WiFi can do it.
- Unlike most phones WiFi usually cap at 20mb/s no matter what.
- I have the Verizon 4G lte and the lte I have seen push 60mb/s for speeds so again the phone ability for strong and fast signal is impressive.
- A bunch of other things positive and negative.
- I am disappointed in Samsung and their lack more rather restrictions of app abilities
- this is not the phone fault.
- Great phone and best I have had.",0,"work, battery, great, screen"
42,B01GXAT0CE,Sarah J.,1,"March 27, 2019",True,Arrived damaged,"Phone arrived with a number of damages: a crack in the screen, the top right corner damaged and separating from the body, and dents and scrapes on all corners. Completely unacceptable ""refurbished"" condition.",30.0,"right corner, phone, corner damage", The phone arrived with a number of damage: a crack in the screen and a dent and scrape on all corner .. completely unacceptable.'' refurbish '' condition .,"- Phone arrived with a number of damages: a crack in the screen
- the top right corner damaged and separating from the body",4,"good, samsung, screen, great, iphone"
43,B06Y16RL4W,Ken B.,2,"February 27, 2018",True,Not a good choice for at&t....,I got this phone to because iPhone 7 plus unlocked had gotten slow after ios 11. This phone is nice but i use At&t and i just found out that when At&t checks your phone on the network they disable wifi calling and edge calling. I found out when my phone started dropping calls at the office about a month and a half after buying it. I didn't see anything about this issue when i bought the phone and now it's too late to return the phone. One more reason to leave At&t!!! Bad job Amazon!!!,2.0,"anything, good choice, edge call, phone start, job amazon, wifi call, phone, att, bad job, start drop, iphone, more reason, drop call", i use att and i just find out that when att check your phone on the network they disable wifi call and edge call . i find out when my phone start drop call at the office about a month and a half after buy,"- Not a good choice for att.....
- I got this phone to because iPhone 7 plus unlocked had gotten slow after ios 11.
- This phone is nice
- i use Att and i just found out that when Att checks your phone on the network they disable wifi calling and edge calling.
- I found out when my phone started dropping calls at the office about a month and a half after buying it.
- I did not see anything about this issue when i bought the phone and now it is too late to return the phone.
- One more reason to leave Att!!!
- Bad job Amazon!!",5,"good, iphone, issue"
44,B00KM10ITK,Amazon Customer,1,"March 1, 2016",True,Imei 35861.... is locked doesnt match ...,Imei 35861....is locked doesnt match with unlock code .Please send me the correcta code,1.0,"unlock code, correcta code", Iimei 35861 .... be lock doesnt match with unlock code .please send me the correcta code . Please send the correct code .,- Imei 35861.... is locked doesnt match .... Imei 35861....is locked doesnt match with unlock code .Please send me the correcta code,0,"work, battery, great, screen"
45,B07WSJYDXX,John Doe,1,"December 3, 2018",True,Terrible screen durability,"Battery life is very short,it hasn't been a week and already microscratches.Save your money and get a phone with decent durability,and every accessory for the phone is just garbage.",3.0,"decent durability, screen durability, battery life, battery, terrible screen, phone, money", terrible screen durability .. battery life be very short . battery life is very short and battery life on the phone is very poor .,"- Terrible screen durability.
- Battery life is very short
- it has not been a week and already microscratches.Save your money and get a phone with decent durability
- and every accessory for the phone is just garbage.",0,"work, battery, great, screen"
46,B07NPRQYP1,Amazon Customer,4,"March 13, 2019",True,"Sadly, have to return","This phone was great. Until I took the model number and discovered it ABSOLUTELY does not have band 71 (600MHZ) AS DESCRIBED in the listing. I do not think it was intentional, but the dual sim version G7 POWER does NOT have B71 as listed, only the mono-SIM G7 Power, USA version will have it. It is the reason I got the phone, so a terrible disappointment to find this out. ### EDIT ### They have updated the listing to reflect that band 71 (600 Mhz) is not on this variant. I am raising my rating to a 4 star as the specs combined with battery provide outstanding value, especially for dual SIM",93.0,"disappointment terrible, edit #, sim g7, battery, terrible disappointment, mhz, listing, phone, spec, rating, # #, b71, g7 power, version, version g7, model number, update, # edit, star, dual sim, outstanding value, usa version, sim version, band", Dual sim version g7 power do not have band 71 600mhz a described in the listing . Only mono-sim g7 version will have it .,"- This phone was great.
- Until I took the model number and discovered it ABSOLUTELY does not have band 71 600MHZ AS DESCRIBED in the listing.
- but the dual sim version G7 POWER does NOT have B71 as listed
- only the mono-SIM G7 Power
- USA version will have it.
- It is the reason I got the phone
- so a terrible disappointment to find this out.
- ### EDIT ### They have updated the listing to reflect that band 71 600 Mhz is not on this variant.
- I am raising my rating to a 4 star as the specs combined with battery provide outstanding value
- especially for dual SIM",0,"work, battery, great, screen"
47,B07H7SBBWQ,Ramy,1,"February 24, 2019",True,Descontento,"Hola No recibí lo que compré Debería tener 4GB de RAM , lo que me mandaron es 3 GB de RAM y lo quiero devolver las 10 unidades O ME PUEDEN BAJAR EL PRECIO Y ME QUEDARE CON LA MERCANCÍA Gracias",2.0,"ram y, recib lo, descontento, hola, unidades, pueden bajar, compr debera, tener 4gb, lo que, bajar el, y lo, precio y, debera tener, lo quiero, quiero devolver, que compr", Hola no reciba tener 4gb de ram. lo que me mandaron es 3 gb de ram y lo quiero devolver las 10 unidades . Lo quiera devolverlas 10,"- Descontento.
- Hola No recib lo que compr Debera tener 4GB de RAM
- lo que me mandaron es 3 GB de RAM y lo quiero devolver las 10 unidades O ME PUEDEN BAJAR EL PRECIO Y ME QUEDARE CON LA MERCANCA Gracias",0,"work, battery, great, screen"
48,B075QRTVNC,Hemant,1,"December 3, 2017",True,wifi problems,"This phone like other sony phones has serious wifi issues. Even non flagship products from htc, samsung, huwaie don't have problems with wifi. It will connect but will not have internet while other devices on my network have no issues.",3.0,"other device, other sony, issue, flagship product, wifi issue, huwaie, internet, samsung, network, problem, wifi problem, sony phone", wifi problem . Even non flagship product from htc. s.s. huwaie do not have problem with wifi .. it will connect. will not have internet while other device on my network have no issue . Other,"- wifi problems.
- This phone like other sony phones has serious wifi issues.
- Even non flagship products from htc
- samsung
- huwaie do not have problems with wifi.
- will not have internet while other devices on my network have no issues.",6,"issue, good, samsung, great"
49,B07WSJYDXX,Seeg,5,"June 24, 2019",False,High-end features. And I received the Android Pie upgrade in July 2019!,"I've owned an Iphone, a Galaxy, and a Moto E4. I refuse to pay $500.00-$1,000 for a flagship phone any longer. After my Galaxy died, I grabbed a Moto E4 as a temporary phone, and although it wasn't anything outstanding, it impressed me enough as a low-end phone. Now I upgraded to a Moto g6 Play, and and love it. It is a great mid-range phone. Android Oreo right out of the box, and getting an Android Pie upgrade this summer. (EDIT--IN LATE JULY 2019, I RECEIVED THE 9.0 ANDROID PIE UPGRADE!) I love that Motorola uses almost stock Android versions. The sound upgraded my music hugely with the Dolby audio for my Google Play in my car stereo. It is a pretty fast phone. Not rocket fast, but meets my needs. It handles games decently, and I love the 5'7 inch screen and it's display. YouTube and Hulu play flawless. I chose the model with 16GB internal memory. The 16 GB internal memory fits my apps, and I added a 32 GB external memory SD card for my music and photos. The camera takes decent pics and videos. The battery is insanely long lasting and it is a Moto Turbo charger as well. I love the ""Google Focus"" that lets me point the camera an an object or animal and it tells me what that object is. I bought an Otterbox Commuter case and a nice glass screen protector and am good to go! I don't need a ""Samsung"" or Apple"" brand name to show off to others, nor would I ever need the high-end specs of a Flagship phone. I like owning my phone and using Verizon pre-paid, which I have used since 2015. Never again will I do a contract! For the price, this is a fantastic smartphone. I love it!",2.0,"brand name, oreo right, phone, temporary phone, music, apps, g6 play, otterbox commuter, car stereo, fast phone, sd card, memory sd, dolby audio, hulu, camera, use, fantastic smartphone, edit, contract, commuter case, moto g6, mid-range phone, iphone, google focus, android pie, motorola use, moto turbo, external memory, battery insanely, end phone, game, galaxy, inch screen, google play, turbo charger, late july, screen protector, nice glass, need, screen, end spec, decent pic, model, pie upgrade, verizon, end feature, android oreo, object, samsung, android version, internal memory, moto e4, stock android, glass screen, sound, youtube, flagship phone", i refuse to pay 500.00-1. 000 for a flagship phone any long .. after my galaxy die. i grab a moto e4 as a temporary phone. and although it be not outstanding as a low-,"- High-end features.
- And I received the Android Pie upgrade in July 2019!.
- I have owned an Iphone
- and a Moto E4.
- 000 for a flagship phone any longer.
- After my Galaxy died
- I grabbed a Moto E4 as a temporary phone
- it impressed me enough as a low-end phone.
- Now I upgraded to a Moto g6 Play
- It is a great mid-range phone.
- Android Oreo right out of the box
- and getting an Android Pie upgrade this summer.
- EDIT--IN LATE JULY 2019
- I RECEIVED THE 9.0 ANDROID PIE UPGRADE!
- I love that Motorola uses almost stock Android versions.
- The sound upgraded my music hugely with the Dolby audio for my Google Play in my car stereo.
- It is a pretty fast phone.
- but meets my needs.
- It handles games decently
- and I love the 5'7 inch screen and it is display.
- YouTube and Hulu play flawless.
- I chose the model with 16GB internal memory.
- The 16 GB internal memory fits my apps
- and I added a 32 GB external memory SD card for my music and photos.
- The camera takes decent pics and videos.
- The battery is insanely long lasting and it is a Moto Turbo charger as well.
- I love the ""Google Focus"" that lets me point the camera an an object or animal and it tells me what that object is.
- I bought an Otterbox Commuter case and a nice glass screen protector and am good to go!
- I do not need a ""Samsung"" or Apple"" brand name to show off to others
- nor would I ever need the high-end specs of a Flagship phone.
- I like owning my phone and using Verizon pre-paid
- which I have used since 2015.
- Never again will I do a contract!
- this is a fantastic smartphone.",4,"good, samsung, screen, great, iphone"
50,B07NYBD9DW,AngryAsianMan,5,"May 15, 2019",True,At $199 (at time of purchase) it is a steal,"My Samsung Galaxy S7 was dying. I wanted a Galaxy S10, but didn't want to drop $1000. So I found this phone. It works for what I need it for. Still trying to get used to not having a physical ""back button"" like my S7. 64 GB RAM for the price is a steal. It did take many updates to update the phone to current (which is normal for any phone as well as computers).",1.0,"gb ram, many update, galaxy s7, phone, ton, samsung galaxy, price, galaxy s10, use", at 199 at time of purchase it be a steal .. my samsung galaxy s7 be die .. i want a galaxy s10 but do not want to drop 1000 .. so i find this phone .. it work for what i,"- My Samsung Galaxy S7 was dying.
- I wanted a Galaxy S10
- So I found this phone.
- Still trying to get used to not having a physical ""back
- ton"" like my S7.
- 64 GB RAM for the price is a steal.
- It did take many updates to update the phone to current which is normal for any phone as well as computers.",0,"work, battery, great, screen"
51,B07FZH9BGV,McGee,3,"May 10, 2019",False,A plea,"Have always been a top Galaxy Note fan, even when others were scrapping them for being unreliable, crashing etc. My experience has always been to the contrary and a good reliable business tool. However in the last few years I have noticed a drop in hardware quality starting with the Note 4 and the known hardware issues, Note 5, Note 7 etc What a pity to see such a great machine losing to the competition on issues such as quality management. Samsung take a break and invest more in quality, hardware reliability, security (my Note was connecting to facebook servers every few seconds for some reason without even having facebook app installed) and less bloatware.",1.0,"pity, security, note fan, crash, note, top galaxy, reliable business, drop, break, hardware quality, hardware issue, others, business tool, great machine, quality management, hardware reliability, galaxy note, facebook app, know hardware, less bloatware, few year, experience, app", Samsung Galaxy Note Note 4 has dropped quality of hardware in the last few years . Note 7 has less bloatware and is connect to facebook server every few second for some reason .,"- Have always been a top Galaxy Note fan
- even when others were scrapping them for being unreliable
- crashing etc.
- My experience has always been to the contrary and a good reliable business tool.
- However in the last few years I have noticed a drop in hardware quality starting with the Note 4 and the known hardware issues
- Note 5
- Note 7 etc What a pity to see such a great machine losing to the competition on issues such as quality management.
- Samsung take a break and invest more in quality
- hardware reliability
- security my Note was connecting to facebook servers every few seconds for some reason without even having facebook app installed and less bloatware.",6,"issue, good, samsung, great"
52,B07RT1X4FJ,amlee,1,"December 8, 2019",True,Only disappointment,"Phone screen was in pretty rough shape when we got it. Expected much more but spent $200 on a new screen and then found out that the phone was warped. Not in the condition that it was promised, very disappointed. Will not buy from here again.",2.0,"rough shape, phone screen, phone, new screen", Only disappointment .. phone screen be in pretty rough shape when we get it .. expect much more . spent 200 on a new screen and then find out that the phone be warp .. not in the condition that it be promise . very,"- Phone screen was in pretty rough shape when we got it.
- spent 200 on a new screen and then found out that the phone was warped.",2,"great, good, screen, iphone, issue"
53,B072ZWCKP5,C. Appel,4,"September 9, 2017",False,Great battery life and camera,"A gift from my husband when my Samsung Galaxy 7 Edge broke. We put quite a lot of thought into which phone to get. It's nice that there are so many options for unlocked cell phones. Easy to use, great sound quality, connects to internet easily. We also appreciate the lovely quality of photographs it takes in all sorts of light. Also, it's nice that you can use just about any carrier since it can use GSM or CDMS. In the end it is cheaper than it would have cost me to make use of the insurance on my phone. I will be buying this sort of phone from here on in, no more $700 phones for me! Edit: 10/29/2018. The phone last over a year. 13 months to be exact. It got glitchy at the 11 month mark. All down hill from there. Couldn't even play games on it witihout it refusing to accept calls coming in. Still for the price it was good to get me through a year. I thought the camera was good when I got it over a year back, but compared to the phone I just upgraded to, it was average at best.",21.0,"sort, many option, lovely quality, lot, cell phone, game, phone, edge break, call, gsm, samsung galaxy, option nice, sound quality, use, down hill, camera, month mark, battery life, edit, great battery", Great battery life and camera . Easy to use . easy to use. great sound quality. connects to internet easily . Camera be good when i get it over a year back .,"- Great battery life and camera.
- A gift from my husband when my Samsung Galaxy 7 Edge broke.
- We put quite a lot of thought into which phone to get.
- It is nice that there are so many options for unlocked cell phones.
- great sound quality
- We also appreciate the lovely quality of photographs it takes in all sorts of light.
- it is nice that you can use just about any carrier since it can use GSM or CDMS.
- In the end it is cheaper than it would have cost me to make use of the insurance on my phone.
- I will be buying this sort of phone from here on in
- Edit: 10/29/2018.
- It got glitchy at the 11 month mark.
- All down hill from there.
- Could not even play games on it witihout it refusing to accept calls coming in.
- I thought the camera was good when I got it over a year back",3,"great, good, battery, screen"
54,B07RDMLR4V,Arthor Williams,1,"October 13, 2019",True,Disappointed,Horrible. Phone came locked unable to use with any carrier,2.0,"lock, phone"," Phone come lock unable to use with any carrier . Phone can't be used on any carrier without a contract . Phone will be locked on the inside of the phone, unable to be used with other carriers .",- Phone came locked unable to use with any carrier,0,"work, battery, great, screen"
55,B00KM10ITK,tBway,5,"July 27, 2017",True,Great phones!,"I purchased two of these for a couple of over seas friends, and according to them, the phones are working fine. Couldn't be happier!",1.0,"phone, seas friend, great phone", i purchase two of these for a couple of over seas friend. and accord to them. the phone be work fine .. could not be happy !,"- Great phones!.
- I purchased two of these for a couple of over seas friends
- the phones are working fine.",0,"work, battery, great, screen"
56,B071H9KKKF,cody,1,"April 3, 2018",True,One Star,They say it was new but it wasn't it was used 🙄,1.0,, One star .. they say it be new. it be not it be use . It be not new. One star is new. one star .. one star is not new .,,0,"work, battery, great, screen"
57,B07K1M36CM,Amazon Customer,5,"February 1, 2019",True,Switched from iPhone and absolutely loving it!!,"This is an absolutely amazing phone! I exclusively used iPhone for the past 5 years and recently switched to the Huawei Mate 20 Pro after my iPhone screen cracked and ran out of memory space. I've been unimpressed by Apple's lack of innovation in recent years and decided to try the mate 20 Pro after doing a lot of research and reading a lot of reviews. This phone lives up to the hype and has exceeded all of my expectations! The camera is amazing, the resolution of the screen is beautiful, and the operating system took a little getting used to but the EMUI skin that Huawei utilises seems to be slightly inspired by iOS. I haven't noticed any of the green screen bleed that some people mention and I also can't attest to the overall security of the phone (alleged Chinese malware and spying). This phone is honestly so amazing that even if the spying allegations are true I'd still own/use this phone!",78.0,"pro, resolution, lot, mate, overall security, spying allegation, phone, memory space, operating system, screen bleed, people, chinese malware, screen crack, green screen, camera, little get, switch, screen, huawei, amazing phone, huawei mate, recent year, iphone screen, emui skin, year, get use", i exclusively use iphone for the past 5 year and recently switch to the huawei mate 20 pro after my screen crack and run out of memory space . switch from iphones and absolutely love it !,"- Switched from iPhone and absolutely loving it!!.
- This is an absolutely amazing phone!
- I exclusively used iPhone for the past 5 years and recently switched to the Huawei Mate 20 Pro after my iPhone screen cracked and ran out of memory space.
- I have been unimpressed by Apple's lack of innovation in recent years and decided to try the mate 20 Pro after doing a lot of research and reading a lot of reviews.
- This phone lives up to the hype and has exceeded all of my expectations!
- The camera is amazing
- the resolution of the screen is beautiful
- and the operating system took a little getting used to but the EMUI skin that Huawei utilises seems to be slightly inspired by iOS.
- I have not noticed any of the green screen bleed that some people mention and I also cannot attest to the overall security of the phone alleged Chinese malware and spying.
- This phone is honestly so amazing that even if the spying allegations are true I would still own/use this phone!",7,"samsung, iphone, screen, great"
58,B007X6FFLS,Indrajit Dey,3,"April 18, 2013",True,Okay,Meets expectations...in case if somebody does not want to use an i-phone....this could be an ideal set...try it out..otherwise it is just to receive and make calls,3.0,"ideal set, somebody, phone, expectation", In case if somebody do not want to use an i-phone .... this could be an ideal set ... try it out .. otherwise it be just to receive and make call .,- Meets expectations...in case if somebody does not want to use an i-phone....this could be an ideal set...try it out..otherwise it is just to receive and make calls,1,"good, iphone"
59,B07PY52GVP,Dan C,5,"November 8, 2019",True,Greatest phone ever. Beats the iPhone.,Great so far. Get lots of comments about speed. Does everything expected and more.,1.0,"greatest phone, iphone, lot, doe everything, doe"," ""Great so far .. get lot of comment about speed .. get lots of comments about speed ... doe everything expect and more . greatest phone ever .. beats iphone .. beats the iphones .. great so far .","- Greatest phone ever.
- Beats the iPhone.. Great so far.
- Get lots of comments about speed.
- Does everything expected and more.",7,"samsung, iphone, screen, great"
60,B07PV7LN4X,Mallory,5,"October 13, 2019",True,Super fast and reliable,"Amazing phone! I was skeptical as I've only ever had the Galaxy series of phones, but they've gotten so expensive that I had to make a change. I'm so glad I did. This phone has all the features I wanted from a Samsung and has nothing I don't need. I like the type of charger and the weight of the phone, I like the size of the screen and the speed of the fingerprint and facial recognition",1.0,"galaxy series, size, facial recognition, nothing, type, phone, change", i be skeptical as i have only ever had the galaxy series of phone but they have get so expensive that i have to make a change .. i be so glad i do .. this phone have all the feature i want from a,"- Amazing phone!
- I was skeptical as I have only ever had the Galaxy series of phones
- but they have gotten so expensive that I had to make a change.
- This phone has all the features I wanted from a Samsung and has nothing I do not need.
- I like the type of charger and the weight of the phone
- I like the size of the screen and the speed of the fingerprint and facial recognition",7,"samsung, iphone, screen, great"
